"id","title","stage","session_type","duration","room","timeslot","presenter1","presenter2"
2107,"Paving the way for Agile Testing","Committing to Quality","Talk","60 minutes","Conference E","Thursday 08:30-10:00","Eric Jimmink",
3717,"Agile Teams Require Agile QA: How we made it work.","Committing to Quality","Experience report","30 minutes","Conference E","Thursday 08:30-10:00","Kealy Opelt","Tracy Beeson"
375,"Robust Performance of Complex Systems","Committing to Quality","Workshop","90 minutes","Conference E","Thursday 10:30-12:00","Michael Nygard","Mary Poppendieck"
2306,"Use-Case Recording: Testing a rich client UI by recording in a domain-specific language","Committing to Quality","Talk","45 minutes","Conference E","Thursday 14:00-15:30","Geoffrey Bache",
4414,"Maintain High Quality Web Applications with a Green Web Acceptance Build that Runs Under 10 minutes","Committing to Quality","Talk","45 minutes","Conference E","Thursday 14:00-15:30","Philippe Hanrigou",
3776,"Automated Functional Testing on the TransCanada Alberta Gas Accounting Program of Projects","Committing to Quality","Experience report","30 minutes","Conference E","Thursday 16:00-17:30","Stelios Pantazopoulos","Stephen  Marsh"
4463,"Technical lessons learned turning the agile dials to eleven!","Committing to Quality","Experience report","30 minutes","Conference E","Thursday 16:00-17:30","Paul King","Craig Smith"
4627,"Leading Manual Test Efforts with Agile Methods","Committing to Quality","Experience report","30 minutes","Conference E","Thursday 16:00-17:30","Adam Geras",
3149,"""Dear XP"" -- a song at the banquet party","Main Stage","Other","30 minutes","Grand Ballroom (combined)","Thursday 19:00-21:00","Kenji Hiranabe","Yukie Kushida"
4178,"Introduction to Lean Software Development","Main Stage","Tutorial","90 minutes","Grand Ballroom (Center)","Tuesday 14:00-15:30","Alan Shalloway",
2549,"Agile by any other name does NOT smell as sweet!","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Tuesday 16:00-17:30","Jennitta Andrea",
1817,"Embrace Uncertainty, why in Agile development knowing what you want may be an impediment to getting it","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Wednesday 08:30-10:00","Jeff Patton",
4049,"10 ways to screw up with Scrum and XP","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Wednesday 10:30-12:00","Henrik Kniberg",
1661,"Typical Pitfalls in Agile Software Development ","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Wednesday 14:00-15:30","Jutta Eckstein",
3526,"Don't Sell Buzzwords to Business Leaders, Learn How to Describe and Demonstrate Real Value","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Wednesday 14:00-15:30","Richard Sheridan","Clement ""James"" Goebel"
2240,"Scaling Software Agility: Best Practices for Large Enterprises","Main Stage","Tutorial","90 minutes","Grand Ballroom (Center)","Wednesday 16:00-17:30","Dean Leffingwell",
3512,"Future Directions for Agile","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Thursday 08:30-10:00","David Anderson",
5130,"Measuring Agile in the Enterprise: 5 Success Factors for Large-Scale Agile Adoption ","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Thursday 10:30-12:00","Michael Mah",
6055,"The Economics of Agile: The competitive advantage of developing commercial software with Agile methods.","Main Stage","Talk","90 minutes","Grand Ballroom (Center)","Thursday 14:00-15:30","Sue McKinney","Ted Rivera"
2029,"Expanding Agile Horizons:  The Five Dimensions of Systems","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Tuesday 10:45-12:15","Mary Poppendieck",
1105,"Agile Estimating and Planning","Main Stage","Tutorial","180 minutes","Grand Ballroom (East)","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Mike Cohn",
2041,"Natural Laws of Software Development - Deriving Agile Practices","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Wednesday 08:30-10:00","Ron Jeffries","Chet Hendrickson"
6798,"Resistance as a Resource","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Wednesday 08:30-10:00","Dale Emery",
1637,"Who Do You Trust?","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Wednesday 10:30-12:00","Linda Rising",
1598,"Ancient Philosophers & Blowhard Jamborees","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Wednesday 16:00-17:30","Neal Ford",
1945,"My First, Shortest, and, Most Recent Agile Testing Frameworks","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Thursday 08:30-10:00","Ward Cunningham",
2787,"From High-performing to Hyper-performing Agile teams","Main Stage","Panel","90 minutes","Grand Ballroom (East)","Thursday 10:30-12:00","gabrielle benefield",
5069,"""We suck less!"" Isn't mediocrity great?","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Thursday 14:00-15:30","David Douglas","Robin Dymond"
4303,"What Haven't You Noticed Lately: Achieving awareness in a complex world","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Thursday 14:00-15:30","Mark Federman",
3753,"Lightning talks","Main Stage","Other","90 minutes","Grand Ballroom (East)","Thursday 16:00-17:30","Steve Freeman",
3091,"Agility and SOA - Experiences with System Landscapes under Maintenance","Main Stage","Talk","90 minutes","Grand Ballroom (East)","Friday 08:30-10:00","Nicolai Josuttis",
3367,"Open Source Businesses and Developer Careers","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Tuesday 10:45-12:15","Dirk Riehle",
836,"Ten Terrific Transition Tips","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Tuesday 14:00-15:30","Joshua Kerievsky",
2429,"Trouble with component teams and an alternative","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Tuesday 16:00-17:30","Bas Vodde",
4614,"Stop Thinking So Small with Agile","Main Stage","Talk","45 minutes","Grand Ballroom (West)","Wednesday 08:30-10:00","Ryan Martens","Jean Tabaka"
4880,"Driving Agile Transformation from the Top Down","Main Stage","Talk","45 minutes","Grand Ballroom (West)","Wednesday 08:30-10:00","Peter  Morowski",
3419,"Pressure and Performance: The CTO's Dilemma","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Wednesday 10:30-12:00","Diana Larsen","James Shore"
2990,"Coaches Are Producers","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Wednesday 14:00-15:30","David Hussman",
2715,"Leading Agile Teams ","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Wednesday 16:00-17:30","Mike Griffiths",
2054,"New arrows for the Agile quiver: Now that the team's head is in the game, how do you get their heart in?","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Thursday 08:30-10:00","jim mccarthy",
4259,"Good Virus / Bad Virus: How Organization Culture Impacts Agile Adoptions (and Vice Versa)","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Thursday 10:30-12:00","Michael Spayd",
4343,"Agile and Beyond - The power of aspirational teams!","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Thursday 14:00-15:30","Tim Mackinnon",
1909,"Do the Right Things: Adapting Requirements Practices for Agile Projects","Main Stage","Talk","90 minutes","Grand Ballroom (West)","Friday 08:30-10:00","Ellen Gottesdiener",
